book_ref,book_date,total_amount
D3208C,2017-08-10 21:50:00+03,138600
D320AA,2017-08-02 06:17:00+03,260300
D32154,2017-07-10 04:46:00+03,66600
D32157,2017-07-24 10:25:00+03,34100
D32179,2017-08-07 16:56:00+03,12200
D3219E,2017-07-20 19:43:00+03,82600
D3220E,2017-07-30 16:45:00+03,44500
D32278,2017-07-03 17:56:00+03,393700
D322EB,2017-07-11 05:15:00+03,148200
D32352,2017-07-02 15:56:00+03,61800
D32376,2017-07-12 02:05:00+03,18000
D32387,2017-07-28 03:51:00+03,73000
D32399,2017-08-15 16:29:00+03,86400
D323AC,2017-07-03 19:44:00+03,191200
D323CE,2017-07-22 03:06:00+03,55800
D323FB,2017-08-03 13:36:00+03,20000
D32438,2017-07-06 02:12:00+03,14000
D324B9,2017-07-31 14:18:00+03,102100
D324CC,2017-06-27 17:59:00+03,25600
D32517,2017-08-06 13:39:00+03,21800
D3251B,2017-07-18 09:53:00+03,32300
D32548,2017-07-12 05:25:00+03,11600
D3255C,2017-07-16 14:11:00+03,26700
D32563,2017-08-02 00:18:00+03,70800
D32575,2017-08-15 10:53:00+03,12600
D325C1,2017-07-24 20:40:00+03,131600
D325C7,2017-07-09 22:41:00+03,65100
D325D9,2017-07-04 13:05:00+03,45200
D32617,2017-08-09 17:52:00+03,28000
D32653,2017-07-28 20:39:00+03,184600
D326A2,2017-07-31 06:58:00+03,46000
D326CA,2017-07-04 21:58:00+03,22600
D326E7,2017-08-10 19:49:00+03,82000
D32842,2017-07-26 19:33:00+03,132800
D328E1,2017-07-28 22:34:00+03,24400
D328E4,2017-07-28 19:19:00+03,15000
D32901,2017-07-31 15:40:00+03,46200
D32905,2017-08-12 22:10:00+03,89600
D32911,2017-07-20 00:00:00+03,12400
D32916,2017-07-02 05:11:00+03,64800
D3294D,2017-07-10 06:44:00+03,25200
D32956,2017-07-10 11:00:00+03,8800
D3296C,2017-07-25 23:56:00+03,79900
D3297F,2017-07-28 09:15:00+03,26700
D3298C,2017-07-20 08:40:00+03,25400
D3299A,2017-08-08 04:50:00+03,39600
D329C4,2017-08-06 17:16:00+03,266400
D329E1,2017-07-24 15:48:00+03,23100
D32A23,2017-07-27 05:59:00+03,37200
D32A46,2017-07-02 03:09:00+03,83200
D32AAF,2017-07-23 13:57:00+03,258400
D32B20,2017-08-01 09:47:00+03,56000
D32BD9,2017-07-24 03:08:00+03,145600
D32C7E,2017-07-24 08:10:00+03,68000
D32CB6,2017-08-15 17:21:00+03,27800
D32D08,2017-08-08 03:12:00+03,75600
D32D70,2017-07-25 15:54:00+03,54500
D32E25,2017-07-26 12:14:00+03,189200
D32E4B,2017-07-14 19:20:00+03,13200
D32E6C,2017-07-29 00:29:00+03,116000
D32E7C,2017-08-14 18:43:00+03,155600
D32EC6,2017-07-15 04:58:00+03,168000
D32ECD,2017-08-06 08:09:00+03,266400
D32EEB,2017-07-26 11:45:00+03,56900
D32EFD,2017-07-09 10:01:00+03,35200
D32F26,2017-08-12 10:45:00+03,18600
D32F44,2017-08-09 20:16:00+03,134400
D32F49,2017-08-08 19:12:00+03,30200
D32FD5,2017-07-25 01:45:00+03,112000
D33004,2017-07-19 05:41:00+03,137600
D33018,2017-08-01 23:09:00+03,7200
D33023,2017-08-08 01:36:00+03,191000
D33095,2017-07-18 03:40:00+03,55800
D330BD,2017-07-26 10:51:00+03,34000
D330CD,2017-07-24 03:29:00+03,111600
D33164,2017-07-27 22:58:00+03,24300
D3317B,2017-06-30 12:47:00+03,28000
D331A2,2017-08-14 10:46:00+03,36700
D331E4,2017-08-09 13:15:00+03,10800
D33217,2017-07-16 03:54:00+03,22600
D3324D,2017-08-12 21:51:00+03,72400
D33267,2017-07-27 19:14:00+03,133200
D332F6,2017-08-04 03:07:00+03,147800
D333AE,2017-08-14 12:20:00+03,62500
D333DA,2017-07-28 00:56:00+03,63500
D333E2,2017-07-07 20:25:00+03,28000
D333E5,2017-08-01 06:02:00+03,257500
D3344D,2017-07-03 04:02:00+03,28800
D33474,2017-08-10 13:20:00+03,57800
D334BA,2017-08-06 08:11:00+03,124200
D33527,2017-08-14 23:06:00+03,60400
D33530,2017-07-22 01:00:00+03,17200
D3355E,2017-07-16 21:10:00+03,43100
D33591,2017-08-11 10:47:00+03,62600
D335A3,2017-07-30 21:30:00+03,44800
D335CA,2017-07-04 04:03:00+03,6700
D335D1,2017-07-20 05:41:00+03,246000
D335D8,2017-07-12 06:19:00+03,7400
D335E9,2017-07-04 08:17:00+03,101200
D33661,2017-08-09 08:25:00+03,369000
D336AB,2017-08-14 07:28:00+03,68100
D336B2,2017-08-07 21:58:00+03,70200
D33708,2017-07-17 17:11:00+03,44900
D3372F,2017-07-11 21:15:00+03,68700
D33759,2017-08-11 03:31:00+03,49000
D3379C,2017-07-19 23:01:00+03,130300
D3379F,2017-08-09 13:43:00+03,46700
D337C3,2017-08-03 23:10:00+03,112000
D337E2,2017-07-22 04:50:00+03,57600
D3390F,2017-08-01 07:30:00+03,43200
D33920,2017-07-10 03:30:00+03,66600
D3396C,2017-07-31 12:56:00+03,56000
D339D8,2017-07-09 14:28:00+03,288300
D339E4,2017-07-11 17:09:00+03,16800
D339E9,2017-07-14 21:52:00+03,135400
D339FD,2017-07-06 02:10:00+03,39600
D33A16,2017-08-01 15:19:00+03,74400
D33A25,2017-07-31 00:53:00+03,24700
D33B12,2017-07-08 21:26:00+03,25200
D33B32,2017-07-03 03:04:00+03,90000
D33B95,2017-08-09 09:14:00+03,119600
D33B9B,2017-07-06 16:20:00+03,48800
D33BA9,2017-07-03 04:47:00+03,10800
D33BB5,2017-07-12 19:08:00+03,119700
D33C33,2017-07-04 11:35:00+03,26700
D33C9E,2017-07-17 18:15:00+03,21400
D33CBF,2017-08-07 08:14:00+03,163600
D33D0B,2017-07-05 05:25:00+03,60400
D33D60,2017-07-04 07:43:00+03,20000
D33D89,2017-06-29 22:53:00+03,406700
D33DD5,2017-07-25 10:27:00+03,93900
D33DD7,2017-08-06 00:27:00+03,28800
D33DDC,2017-08-05 18:57:00+03,61800
D33DFF,2017-07-08 03:07:00+03,102100
D33ED2,2017-07-16 07:42:00+03,26200
D33EE2,2017-07-28 06:42:00+03,37900
D33F26,2017-06-29 11:08:00+03,39800
D33FA8,2017-07-19 07:32:00+03,28700
D33FAC,2017-07-30 20:55:00+03,84500
D33FB0,2017-07-22 06:01:00+03,43200
D33FCB,2017-07-21 23:28:00+03,7300
D34115,2017-07-03 03:45:00+03,93900
D34134,2017-08-06 21:27:00+03,21800
D34156,2017-08-06 23:27:00+03,70600
D341D5,2017-08-15 06:12:00+03,36200
D34220,2017-07-07 00:19:00+03,111600
D3422E,2017-07-05 17:55:00+03,37100
D34262,2017-07-18 16:13:00+03,168000
D3426F,2017-08-04 12:17:00+03,49000
D3428A,2017-08-13 15:28:00+03,54800
D342D8,2017-07-01 12:05:00+03,65500
D34338,2017-07-17 02:06:00+03,152900
D34351,2017-07-24 19:55:00+03,57600
D34395,2017-07-10 14:51:00+03,59800
D343D6,2017-08-09 07:02:00+03,87100
D3440E,2017-08-14 10:44:00+03,22000
D34469,2017-07-21 13:03:00+03,36200
D344CF,2017-08-12 06:55:00+03,55600
D34507,2017-08-03 15:16:00+03,132800
D345EC,2017-08-02 20:10:00+03,8000
D3461C,2017-08-15 01:20:00+03,53300
D34639,2017-08-05 03:32:00+03,19600
D34677,2017-08-04 19:22:00+03,97900
D3469E,2017-07-22 23:03:00+03,54000
D346C5,2017-08-06 11:32:00+03,43600
D346CB,2017-07-17 21:17:00+03,16400
D34797,2017-07-14 06:16:00+03,23200
D347C4,2017-07-14 14:28:00+03,19600
D34836,2017-08-11 20:30:00+03,44600
D348A2,2017-07-21 22:18:00+03,48800
D348C1,2017-08-10 19:07:00+03,46000
D348D7,2017-08-10 14:35:00+03,64700
D348F0,2017-07-30 12:48:00+03,137600
D34A5A,2017-06-30 06:49:00+03,31900
D34A61,2017-07-23 13:44:00+03,170600
D34AC6,2017-07-09 11:40:00+03,155400
D34ADF,2017-06-28 04:25:00+03,99800
D34AE0,2017-07-31 12:43:00+03,135600
D34AEF,2017-08-05 18:28:00+03,13600
D34B3F,2017-07-01 12:07:00+03,27900
D34C7F,2017-08-03 08:56:00+03,38600
D34CF5,2017-08-05 04:17:00+03,109000
D34CFB,2017-08-07 13:31:00+03,54500
D34E06,2017-07-13 19:38:00+03,20200
D34E53,2017-08-12 10:43:00+03,70900
D34E76,2017-08-01 09:26:00+03,398500
D34E81,2017-07-29 23:01:00+03,168300
D34F17,2017-07-18 05:12:00+03,101800
D34F18,2017-07-18 17:34:00+03,35400
D34F1E,2017-08-05 23:21:00+03,46400
D34F4C,2017-08-09 13:54:00+03,25600
D34FD0,2017-08-08 03:50:00+03,53100
D35037,2017-08-15 02:36:00+03,26800
D3504D,2017-07-18 22:47:00+03,147700
D350DE,2017-07-13 08:35:00+03,112000
D35163,2017-07-16 02:31:00+03,24800
D35168,2017-07-13 18:23:00+03,40600
D3518A,2017-07-25 21:58:00+03,12600
D35197,2017-07-23 04:06:00+03,14000
D35244,2017-08-07 13:29:00+03,36000
D35322,2017-07-17 10:37:00+03,257500
D35328,2017-07-27 18:38:00+03,36200
D3534C,2017-07-21 09:17:00+03,6200
D35359,2017-07-07 11:45:00+03,55800
D353E2,2017-07-26 19:12:00+03,246000
D35405,2017-08-03 15:18:00+03,40400
D3540E,2017-07-09 15:12:00+03,39600
D35425,2017-08-03 09:33:00+03,67200
D3542D,2017-07-26 06:26:00+03,8200
D35465,2017-07-04 06:47:00+03,139400
D35493,2017-07-28 22:13:00+03,12600
D3551F,2017-07-06 16:56:00+03,142800
D35523,2017-08-11 15:52:00+03,93700
D35535,2017-07-22 04:13:00+03,42800
D3554A,2017-07-03 20:04:00+03,36200
D35568,2017-07-08 09:59:00+03,66600
D35588,2017-07-26 21:40:00+03,40800
D35616,2017-07-11 00:44:00+03,57500
D35628,2017-07-12 00:00:00+03,52400
D3567F,2017-07-01 10:31:00+03,66600
D356DB,2017-07-19 15:55:00+03,66600
D356EB,2017-07-14 05:24:00+03,29800
D356FE,2017-07-23 03:51:00+03,46000
D35732,2017-07-24 22:03:00+03,14000
D35809,2017-07-05 14:41:00+03,75300
D35841,2017-08-06 02:27:00+03,174400
D3587F,2017-07-02 02:26:00+03,136400
D358DA,2017-08-09 13:06:00+03,74400
D3591D,2017-08-09 10:15:00+03,155600
D3596E,2017-08-01 08:06:00+03,92000
D359A2,2017-07-23 18:00:00+03,17800
D35A03,2017-08-08 06:22:00+03,24400
D35B0E,2017-08-05 19:21:00+03,28300
D35B1A,2017-08-01 12:23:00+03,6000
D35BB1,2017-07-26 23:03:00+03,13000
D35C13,2017-07-02 20:16:00+03,106200
D35C20,2017-08-10 11:03:00+03,111700
D35C40,2017-07-20 22:32:00+03,61500
D35C55,2017-08-01 19:04:00+03,46000
D35D3C,2017-08-04 15:44:00+03,24000
D35D55,2017-07-24 06:55:00+03,110300
D35D78,2017-08-09 16:37:00+03,54500
D35DA3,2017-07-27 22:22:00+03,56000
D35DCA,2017-07-24 01:34:00+03,88100
D35DD7,2017-08-15 08:20:00+03,10600
D35DEF,2017-07-24 04:22:00+03,204500
D35E24,2017-07-10 00:50:00+03,15100
D35E47,2017-08-10 16:12:00+03,14400
D35E58,2017-07-19 09:12:00+03,177600
D35E62,2017-08-07 12:26:00+03,75300
D35EA6,2017-07-17 22:14:00+03,48800
D35EE2,2017-08-04 04:52:00+03,53700
D35F24,2017-07-04 10:33:00+03,83600
D35F5B,2017-07-22 04:29:00+03,28000
D35F8D,2017-07-18 17:46:00+03,14000
D35F9F,2017-07-14 09:46:00+03,532700
D35FB1,2017-08-01 23:18:00+03,199700
D35FD6,2017-08-05 07:36:00+03,37400
D35FEF,2017-06-30 23:21:00+03,92800
D3603E,2017-07-28 08:12:00+03,21400
D36041,2017-07-06 02:16:00+03,62300
D360E2,2017-07-19 12:27:00+03,41600
D362D7,2017-07-18 04:12:00+03,69900
D362F5,2017-08-09 16:33:00+03,52300
D36319,2017-07-17 18:30:00+03,100600
D36321,2017-08-01 01:26:00+03,45100
D3633E,2017-07-27 03:14:00+03,56000
D3636A,2017-06-29 01:13:00+03,72600
D3644B,2017-07-18 14:55:00+03,289800
D364AE,2017-07-31 03:05:00+03,408500
D364E3,2017-07-24 12:18:00+03,311200
D3650C,2017-08-14 12:14:00+03,55800
D365F3,2017-08-05 19:28:00+03,199600
D36609,2017-08-14 18:07:00+03,50100
D3661A,2017-07-11 18:42:00+03,60800
D36638,2017-07-25 11:34:00+03,26000
D36649,2017-08-04 05:46:00+03,134400
D36686,2017-07-27 14:40:00+03,31600
D366A6,2017-07-14 22:48:00+03,12600
D366CB,2017-08-07 06:40:00+03,68100
D366F4,2017-07-06 05:12:00+03,257500
D36702,2017-07-17 21:07:00+03,26200
D3671C,2017-08-13 09:26:00+03,144700
D36742,2017-08-05 03:02:00+03,155000
D36794,2017-08-02 11:12:00+03,111700
D3684A,2017-07-03 21:42:00+03,25600
D368D1,2017-08-14 18:05:00+03,31000
D369C2,2017-07-02 18:53:00+03,46000
D369D1,2017-08-05 06:54:00+03,152900
D369FD,2017-07-10 16:54:00+03,432500
D36A4A,2017-08-02 22:03:00+03,39800
D36A5C,2017-07-29 23:30:00+03,28000
D36C25,2017-07-23 02:36:00+03,62700
D36C3C,2017-07-17 04:56:00+03,26200
D36CC1,2017-07-20 09:15:00+03,28000
D36D3D,2017-07-27 16:26:00+03,29600
D36D4C,2017-08-07 19:38:00+03,8200
D36D6D,2017-07-04 07:46:00+03,28800
D36DB2,2017-07-11 00:39:00+03,39500
D36DD9,2017-07-12 04:07:00+03,28000
D36DE6,2017-08-01 04:21:00+03,64800
D36E1A,2017-07-20 05:38:00+03,40000
D36E79,2017-08-12 10:19:00+03,21600
D36EA8,2017-07-30 05:49:00+03,179500
D36EF6,2017-07-31 19:17:00+03,8400
D36F1C,2017-08-05 22:04:00+03,32200
D36F41,2017-06-30 18:52:00+03,133200
D36F50,2017-07-26 12:38:00+03,160400
D36FA7,2017-07-13 22:04:00+03,273200
D37006,2017-07-24 10:56:00+03,56000
D37036,2017-07-23 05:08:00+03,30200
D370AF,2017-08-05 15:36:00+03,16800
D370C6,2017-07-21 15:58:00+03,58800
D3716C,2017-07-26 22:08:00+03,39600
D37186,2017-07-28 00:23:00+03,69500
D371A5,2017-08-08 09:13:00+03,26200
D3720F,2017-08-13 16:17:00+03,36200
D372AA,2017-07-05 12:41:00+03,66000
D372E0,2017-07-04 05:36:00+03,85000
D3733B,2017-08-04 04:49:00+03,23600
D373AA,2017-07-20 04:20:00+03,136800
D373D9,2017-07-09 18:58:00+03,23600
D373FD,2017-08-03 17:23:00+03,258300
D3746B,2017-07-20 17:13:00+03,37000
D37478,2017-08-12 15:01:00+03,127300
D37491,2017-08-07 07:31:00+03,187600
D374A4,2017-08-08 15:37:00+03,19600
D37505,2017-08-10 04:00:00+03,20200
D37525,2017-07-13 21:09:00+03,88600
D3754C,2017-08-15 13:06:00+03,25100
D3757D,2017-07-10 10:09:00+03,131600
D375D7,2017-08-11 03:36:00+03,23900
D375E5,2017-07-20 15:56:00+03,23600
D37611,2017-07-03 02:25:00+03,136300
D37630,2017-07-28 04:25:00+03,16400
D376BC,2017-07-02 07:30:00+03,115800
D37747,2017-07-15 04:00:00+03,12400
D377A9,2017-07-13 22:13:00+03,42600
D377FE,2017-07-08 21:46:00+03,88100
D3783D,2017-08-10 13:04:00+03,6000
D378BA,2017-07-05 12:43:00+03,26600
D378EA,2017-07-12 21:43:00+03,23600
D37903,2017-07-26 11:50:00+03,37900
D37904,2017-07-20 10:10:00+03,44600
D3796F,2017-07-11 04:45:00+03,292000
D379C3,2017-07-08 10:05:00+03,137600
D379D6,2017-07-20 18:22:00+03,28800
D37A26,2017-07-27 08:06:00+03,16800
D37A6F,2017-07-18 03:15:00+03,531300
D37A8B,2017-08-10 03:10:00+03,15000
D37A9C,2017-08-07 01:15:00+03,69400
D37AA6,2017-08-15 14:04:00+03,48900
D37AA8,2017-07-27 01:58:00+03,26000
D37B29,2017-07-29 12:09:00+03,93600
D37B31,2017-07-23 04:17:00+03,65300
D37B42,2017-08-09 10:36:00+03,56900
D37B47,2017-07-22 17:54:00+03,30900
D37BA4,2017-07-17 23:36:00+03,56000
D37BCA,2017-08-09 03:23:00+03,105600
D37C23,2017-06-30 21:21:00+03,46400
D37C3C,2017-07-29 02:20:00+03,99200
D37C84,2017-08-14 08:42:00+03,68000
D37D25,2017-07-17 07:59:00+03,27200
D37D42,2017-07-30 05:27:00+03,42800
D37D43,2017-08-14 21:38:00+03,81800
D37D62,2017-07-11 00:16:00+03,28000
D37D74,2017-07-11 06:46:00+03,34000
D37DA9,2017-08-15 15:30:00+03,52000
D37DB4,2017-08-01 13:03:00+03,15000
D37E70,2017-07-13 20:25:00+03,24400
D37E87,2017-07-14 14:09:00+03,133100
D37F85,2017-08-03 06:09:00+03,496700
D37F92,2017-07-23 15:25:00+03,53300
D37FAE,2017-07-09 11:27:00+03,75300
D380C5,2017-06-28 15:02:00+03,156500
D38105,2017-07-09 04:20:00+03,46000
D3815F,2017-07-29 07:01:00+03,25400
D38182,2017-08-13 05:08:00+03,34800
D381FD,2017-07-10 02:43:00+03,24400
D38219,2017-06-29 09:18:00+03,206400
D38262,2017-08-13 18:43:00+03,42800
D3827B,2017-07-02 23:35:00+03,23600
D3830D,2017-08-07 13:19:00+03,11700
D3836C,2017-08-12 23:58:00+03,32800
D38379,2017-07-12 09:45:00+03,21400
D38395,2017-08-15 11:40:00+03,56400
D383E2,2017-07-31 14:03:00+03,29800
D384B3,2017-08-09 22:32:00+03,114300
D385C1,2017-07-09 05:43:00+03,56100
D385C4,2017-07-09 06:22:00+03,36800
D3861D,2017-07-18 13:50:00+03,180100
D38632,2017-07-05 23:46:00+03,71800
D38642,2017-07-05 18:24:00+03,297000
D3867E,2017-08-13 14:24:00+03,36000
D38683,2017-07-16 17:32:00+03,85000
D386F8,2017-07-13 11:25:00+03,28000
D38761,2017-08-05 23:27:00+03,55600
D38763,2017-07-31 09:14:00+03,170800
D3876B,2017-07-27 18:30:00+03,25100
D3885A,2017-08-06 08:31:00+03,8000
D38877,2017-07-16 12:02:00+03,27400
D38882,2017-07-20 02:06:00+03,3700
D388AD,2017-07-20 23:51:00+03,23900
D388C0,2017-07-10 02:16:00+03,56000
D38968,2017-08-14 02:31:00+03,133200
D3899E,2017-07-04 04:27:00+03,16800
D389AF,2017-08-01 13:10:00+03,86400
D389DD,2017-08-13 13:29:00+03,66300
D389F9,2017-08-01 21:52:00+03,138000
D38A3C,2017-07-28 14:57:00+03,312000
D38AA8,2017-07-26 02:05:00+03,94000
D38AE3,2017-08-05 06:26:00+03,22400
D38B85,2017-07-26 17:06:00+03,55000
D38B94,2017-07-08 21:50:00+03,9200
D38C88,2017-07-10 17:56:00+03,97600
D38CB4,2017-07-25 12:14:00+03,37900
D38CB8,2017-08-02 23:37:00+03,116500
D38CD0,2017-07-01 14:55:00+03,123000
D38CE4,2017-07-30 09:46:00+03,31600
D38D1A,2017-07-12 00:50:00+03,28000
D38D6C,2017-08-13 07:00:00+03,59400
D38D9A,2017-07-11 02:07:00+03,229900
D38E2A,2017-07-14 07:04:00+03,52900
D38E3E,2017-07-12 10:58:00+03,27700
D38E40,2017-07-11 09:03:00+03,56600
D38E59,2017-07-11 15:46:00+03,48800
D38E72,2017-08-04 18:44:00+03,104200
D38E8A,2017-07-03 23:08:00+03,57600
D38F13,2017-07-07 21:35:00+03,59200
D38FAA,2017-07-24 05:23:00+03,77200
D39008,2017-08-07 01:57:00+03,85000
D39010,2017-07-08 11:47:00+03,99800
D390C2,2017-07-20 01:15:00+03,13700
D39110,2017-07-27 17:10:00+03,29600
D3911C,2017-07-07 23:11:00+03,46700
D3913B,2017-07-02 12:15:00+03,64600
D3918F,2017-07-21 00:34:00+03,75600
D391F0,2017-07-14 05:18:00+03,27900
D3920E,2017-07-08 19:00:00+03,23600
D39243,2017-07-29 05:16:00+03,15000
D392DD,2017-07-25 06:08:00+03,229300
D3934C,2017-07-31 14:39:00+03,14400
D39447,2017-07-28 18:05:00+03,21400
D3944B,2017-08-10 03:44:00+03,92600
D3946F,2017-07-22 20:54:00+03,101600
D394BC,2017-08-08 11:18:00+03,115900
D3951D,2017-08-09 23:40:00+03,38600
D39552,2017-07-28 14:44:00+03,34000
D3959C,2017-08-03 18:16:00+03,271200
D3959D,2017-07-28 06:48:00+03,8200
D395CD,2017-08-09 21:01:00+03,69500
D39616,2017-07-26 06:42:00+03,23600
D39617,2017-08-11 04:33:00+03,85000
D3963A,2017-08-03 06:20:00+03,43600
D3979A,2017-08-12 20:34:00+03,25100
D397A0,2017-07-24 23:36:00+03,117600
D397A5,2017-07-02 23:31:00+03,22000
D397CB,2017-08-04 04:38:00+03,81700
D397CD,2017-07-20 03:57:00+03,69500
D39805,2017-07-29 19:44:00+03,8200
D398DB,2017-08-01 08:46:00+03,16400
D39967,2017-07-16 04:33:00+03,61900
D399B3,2017-08-14 11:51:00+03,66600
D399C7,2017-08-11 14:43:00+03,40800
D399CC,2017-06-30 17:13:00+03,200400
D39A2B,2017-08-04 17:49:00+03,28800
D39A65,2017-07-14 18:04:00+03,802600
D39AFE,2017-08-06 19:23:00+03,84000
D39BB7,2017-08-11 22:55:00+03,49800
D39BD1,2017-07-20 22:42:00+03,64400
D39C20,2017-07-09 09:15:00+03,88600
D39C81,2017-08-11 07:45:00+03,116000
D39C99,2017-08-12 07:07:00+03,43600
D39D39,2017-07-05 17:21:00+03,16400
D39D4F,2017-07-18 16:04:00+03,119800
D39D8B,2017-07-21 23:52:00+03,56600
D39D98,2017-07-24 03:19:00+03,13400
D39DA4,2017-07-29 05:35:00+03,14400
D39DB9,2017-07-07 02:29:00+03,55800
D39DEF,2017-08-09 19:18:00+03,80000
D39E00,2017-08-01 06:44:00+03,39600
D39E0E,2017-08-07 21:48:00+03,70600
D39E94,2017-08-13 06:48:00+03,13000
D39ED2,2017-08-10 00:37:00+03,117600
D39F5A,2017-07-10 11:29:00+03,114300
D39F85,2017-07-26 23:41:00+03,32300
D39FCC,2017-08-01 00:57:00+03,187800
D39FD7,2017-07-30 08:51:00+03,80000
D3A09C,2017-08-14 04:24:00+03,47400
D3A0A1,2017-07-01 22:15:00+03,154800
D3A0B4,2017-08-06 05:36:00+03,14400
D3A0FE,2017-07-14 17:01:00+03,27200
D3A144,2017-07-22 20:22:00+03,24000
D3A154,2017-07-14 22:40:00+03,85000
D3A1B0,2017-07-08 18:38:00+03,43600
D3A1EA,2017-07-12 05:53:00+03,25600
D3A25A,2017-07-26 20:28:00+03,140500
D3A330,2017-07-01 02:48:00+03,20800
D3A349,2017-07-27 20:11:00+03,87000
D3A38D,2017-07-13 11:28:00+03,93900
D3A3FC,2017-08-15 01:46:00+03,50200
D3A426,2017-07-03 15:10:00+03,136400
D3A438,2017-07-01 07:06:00+03,46400
D3A43B,2017-08-02 18:58:00+03,33300
D3A470,2017-06-26 08:13:00+03,56000
D3A48B,2017-07-10 09:27:00+03,12400
D3A51E,2017-08-04 21:06:00+03,13200
D3A556,2017-08-07 12:50:00+03,37000
D3A596,2017-08-10 14:20:00+03,66600
D3A5AB,2017-07-27 22:48:00+03,19600
D3A5D3,2017-07-19 17:38:00+03,73300
D3A5D4,2017-08-11 12:10:00+03,40100
D3A61A,2017-07-30 22:06:00+03,34100
D3A67E,2017-07-08 19:03:00+03,23200
D3A6D2,2017-08-10 13:47:00+03,28000
D3A708,2017-08-15 06:13:00+03,12000
D3A740,2017-07-31 13:42:00+03,64300
D3A7EE,2017-07-11 18:29:00+03,113200
D3A839,2017-08-03 21:46:00+03,252200
D3A8BD,2017-07-19 10:41:00+03,39300
D3A93D,2017-07-28 22:08:00+03,27600
D3A943,2017-07-09 09:12:00+03,113700
D3A974,2017-08-08 00:18:00+03,47000
D3A9D2,2017-07-06 18:40:00+03,29600
D3A9EB,2017-08-11 12:27:00+03,88900
D3AAAC,2017-08-11 14:27:00+03,135400
D3AAC4,2017-07-19 12:07:00+03,44800
D3AADC,2017-08-01 11:58:00+03,81700
D3AAEB,2017-08-05 08:28:00+03,25600
D3AAF4,2017-07-06 05:43:00+03,30000
D3AB4F,2017-07-07 15:35:00+03,26800
D3AB7E,2017-08-05 06:20:00+03,6300
D3AB89,2017-08-03 07:58:00+03,57400
D3ABA4,2017-07-27 22:24:00+03,99600
D3ABB3,2017-07-07 03:45:00+03,19500
D3ABD3,2017-08-09 01:08:00+03,115700
D3AC3D,2017-07-25 02:36:00+03,138000
D3AC54,2017-07-20 17:33:00+03,59000
D3AC61,2017-07-26 02:30:00+03,50300
D3AC63,2017-07-02 18:33:00+03,16400
D3AD5D,2017-07-15 23:43:00+03,149200
D3AD8B,2017-07-02 15:41:00+03,18800
D3AE00,2017-07-26 06:27:00+03,133100
D3AE46,2017-07-10 12:42:00+03,149700
D3AEA0,2017-07-23 01:39:00+03,42400
D3AEAC,2017-08-04 05:40:00+03,39500
D3AEC6,2017-08-13 12:35:00+03,94000
D3AFB0,2017-06-29 07:44:00+03,270700
D3AFD5,2017-08-04 01:33:00+03,28000
D3AFE9,2017-07-24 13:02:00+03,47200
D3B067,2017-08-15 05:06:00+03,7400
D3B088,2017-07-25 06:49:00+03,23400
D3B0DC,2017-07-19 15:33:00+03,52300
D3B17C,2017-07-03 18:52:00+03,32800
D3B195,2017-07-31 03:14:00+03,43100
D3B1A0,2017-07-13 23:17:00+03,61800
D3B1AE,2017-07-31 00:58:00+03,24200
D3B211,2017-07-29 17:39:00+03,135000
D3B212,2017-08-12 19:08:00+03,103600
D3B218,2017-08-10 11:59:00+03,44000
D3B253,2017-06-30 06:07:00+03,51000
D3B292,2017-08-15 09:22:00+03,8000
D3B2E4,2017-07-21 21:36:00+03,206400
D3B336,2017-07-26 21:16:00+03,14000
D3B39C,2017-07-20 14:54:00+03,51000
D3B3A9,2017-07-26 05:25:00+03,56600
D3B3DE,2017-07-03 00:32:00+03,61100
D3B3F4,2017-07-04 12:59:00+03,73500
D3B426,2017-07-14 20:38:00+03,77900
D3B4D7,2017-07-08 04:18:00+03,136000
D3B4F1,2017-07-30 06:24:00+03,67200
D3B5AA,2017-07-28 14:08:00+03,28800
D3B5C0,2017-08-12 17:40:00+03,36200
D3B5C2,2017-07-10 22:16:00+03,66600
D3B5DE,2017-07-24 10:29:00+03,13600
D3B70A,2017-08-14 08:06:00+03,17800
D3B70D,2017-07-24 09:15:00+03,57200
D3B712,2017-08-14 01:54:00+03,154800
D3B725,2017-08-04 22:19:00+03,123000
D3B791,2017-07-24 03:05:00+03,38200
D3B819,2017-07-01 16:57:00+03,37200
D3B84D,2017-08-11 07:31:00+03,63500
D3B903,2017-07-22 16:20:00+03,112000
D3B914,2017-07-26 09:31:00+03,31400
D3B96E,2017-08-05 07:45:00+03,28200
D3B97B,2017-07-14 08:52:00+03,130900
D3B9A3,2017-08-01 07:56:00+03,66600
D3B9C0,2017-07-24 15:58:00+03,21400
D3B9C5,2017-08-08 13:35:00+03,289500
D3B9EC,2017-07-20 21:47:00+03,67800
D3BA3A,2017-08-03 13:30:00+03,33800
D3BA48,2017-07-15 15:39:00+03,27300
D3BA4D,2017-08-12 17:48:00+03,136200
D3BA7E,2017-08-08 03:51:00+03,73100
D3BAB5,2017-08-13 00:12:00+03,14400
D3BAC7,2017-08-12 01:21:00+03,43000
D3BB25,2017-07-03 03:07:00+03,85000
D3BB53,2017-08-08 15:26:00+03,14800
D3BB5E,2017-07-11 15:07:00+03,13400
D3BBA1,2017-08-11 10:22:00+03,68000
D3BC11,2017-07-12 04:15:00+03,93800
D3BC51,2017-07-09 00:46:00+03,31400
